ticker,side,model_p,entry_price,shares,fee,won,pnl,minutes_left,ts
MKT-278,yes,0.8597,0.84,17.86,0.168,true,2.6896,5,2026-01-22T18:00:00Z
MKT-279,yes,0.8832,0.86,17.44,0.147,false,-15.1454,5,2026-01-22T19:30:00Z
MKT-280,yes,0.846,0.83,18.07,0.1785,true,2.8934,13,2026-01-22T21:00:00Z
MKT-281,yes,0.913,0.89,16.85,0.1155,true,1.738,13,2026-01-22T22:30:00Z
MKT-282,yes,0.937,0.92,16.3,0.084,true,1.22,5,2026-01-23T00:00:00Z
MKT-283,yes,0.905,0.89,16.85,0.1155,true,1.738,10,2026-01-23T01:30:00Z
MKT-284,yes,0.8499,0.83,18.07,0.1785,true,2.8934,10,2026-01-23T03:00:00Z
MKT-285,yes,0.8553,0.84,17.86,0.168,true,2.6896,7,2026-01-23T04:30:00Z
MKT-286,yes,0.869,0.85,17.65,0.1575,true,2.49,7,2026-01-23T06:00:00Z
MKT-287,yes,0.8961,0.88,17.05,0.126,true,1.92,7,2026-01-23T07:30:00Z
MKT-288,yes,0.918,0.9,16.67,0.105,false,-15.108,5,2026-01-23T09:00:00Z
MKT-289,yes,0.8207,0.8,18.75,0.21,false,-15.21,5,2026-01-23T10:30:00Z
MKT-290,yes,0.9461,0.93,16.13,0.0735,true,1.0556,7,2026-01-23T12:00:00Z
MKT-291,yes,0.9515,0.93,16.13,0.0735,true,1.0556,5,2026-01-23T13:30:00Z
MKT-292,yes,0.8484,0.83,18.07,0.1785,false,-15.1766,5,2026-01-23T15:00:00Z
MKT-293,yes,0.9595,0.94,15.96,0.063,true,0.8946,7,2026-01-23T16:30:00Z
MKT-294,yes,0.8874,0.87,17.24,0.1365,true,2.1047,7,2026-01-23T18:00:00Z
MKT-295,yes,0.8359,0.82,18.29,0.189,true,3.1032,5,2026-01-23T19:30:00Z
MKT-296,yes,0.8526,0.83,18.07,0.1785,true,2.8934,10,2026-01-23T21:00:00Z
MKT-297,yes,0.8266,0.81,18.52,0.1995,false,-15.2007,7,2026-01-23T22:30:00Z
MKT-298,yes,0.9099,0.89,16.85,0.1155,true,1.738,5,2026-01-24T00:00:00Z
MKT-299,yes,0.9422,0.92,16.3,0.084,true,1.22,7,2026-01-24T01:30:00Z
MKT-300,yes,0.9217,0.9,16.67,0.105,true,1.562,13,2026-01-24T03:00:00Z
MKT-301,yes,0.8317,0.81,18.52,0.1995,true,3.3193,10,2026-01-24T04:30:00Z
MKT-302,yes,0.9022,0.88,17.05,0.126,true,1.92,13,2026-01-24T06:00:00Z
MKT-303,yes,0.9394,0.92,16.3,0.084,true,1.22,5,2026-01-24T07:30:00Z
MKT-304,yes,0.9159,0.9,16.67,0.105,true,1.562,7,2026-01-24T09:00:00Z
MKT-305,yes,0.8797,0.86,17.44,0.147,true,2.2946,7,2026-01-24T10:30:00Z
MKT-306,yes,0.9202,0.9,16.67,0.105,true,1.562,10,2026-01-24T12:00:00Z
MKT-307,yes,0.8669,0.85,17.65,0.1575,true,2.49,5,2026-01-24T13:30:00Z
MKT-308,yes,0.8821,0.86,17.44,0.147,true,2.2946,10,2026-01-24T15:00:00Z
MKT-309,yes,0.9167,0.9,16.67,0.105,true,1.562,10,2026-01-24T16:30:00Z
MKT-310,yes,0.8506,0.83,18.07,0.1785,true,2.8934,13,2026-01-24T18:00:00Z
MKT-311,yes,0.8836,0.86,17.44,0.147,true,2.2946,7,2026-01-24T19:30:00Z
MKT-312,yes,0.9067,0.89,16.85,0.1155,true,1.738,13,2026-01-24T21:00:00Z
MKT-313,yes,0.8395,0.82,18.29,0.189,true,3.1032,7,2026-01-24T22:30:00Z
MKT-314,yes,0.9161,0.9,16.67,0.105,false,-15.108,7,2026-01-25T00:00:00Z
MKT-315,yes,0.9059,0.89,16.85,0.1155,false,-15.112,5,2026-01-25T01:30:00Z
MKT-316,yes,0.8419,0.82,18.29,0.189,true,3.1032,7,2026-01-25T03:00:00Z
MKT-317,yes,0.9588,0.94,15.96,0.063,true,0.8946,7,2026-01-25T04:30:00Z
MKT-318,yes,0.933,0.91,16.48,0.0945,true,1.3887,13,2026-01-25T06:00:00Z
MKT-319,yes,0.8652,0.85,17.65,0.1575,true,2.49,7,2026-01-25T07:30:00Z
MKT-320,yes,0.9663,0.95,15.79,0.0525,true,0.737,5,2026-01-25T09:00:00Z
MKT-321,yes,0.9111,0.89,16.85,0.1155,true,1.738,5,2026-01-25T10:30:00Z
MKT-322,yes,0.9556,0.94,15.96,0.063,true,0.8946,5,2026-01-25T12:00:00Z
MKT-323,yes,0.916,0.9,16.67,0.105,true,1.562,7,2026-01-25T13:30:00Z
MKT-324,yes,0.9122,0.89,16.85,0.1155,true,1.738,13,2026-01-25T15:00:00Z
MKT-325,yes,0.8474,0.83,18.07,0.1785,true,2.8934,13,2026-01-25T16:30:00Z
MKT-326,yes,0.9608,0.94,15.96,0.063,true,0.8946,13,2026-01-25T18:00:00Z
MKT-327,yes,0.8385,0.82,18.29,0.189,true,3.1032,10,2026-01-25T19:30:00Z
MKT-328,yes,0.8262,0.81,18.52,0.1995,true,3.3193,7,2026-01-25T21:00:00Z
MKT-329,yes,0.9202,0.9,16.67,0.105,true,1.562,5,2026-01-25T22:30:00Z
MKT-330,yes,0.9099,0.89,16.85,0.1155,true,1.738,13,2026-01-26T00:00:00Z
MKT-331,yes,0.9174,0.9,16.67,0.105,true,1.562,10,2026-01-26T01:30:00Z
MKT-332,yes,0.8839,0.86,17.44,0.147,true,2.2946,7,2026-01-26T03:00:00Z
MKT-333,yes,0.8955,0.88,17.05,0.126,true,1.92,13,2026-01-26T04:30:00Z
MKT-334,yes,0.9128,0.89,16.85,0.1155,true,1.738,5,2026-01-26T06:00:00Z
MKT-335,yes,0.887,0.87,17.24,0.1365,true,2.1047,7,2026-01-26T07:30:00Z
MKT-336,yes,0.9455,0.93,16.13,0.0735,true,1.0556,13,2026-01-26T09:00:00Z
MKT-337,yes,0.8361,0.82,18.29,0.189,true,3.1032,13,2026-01-26T10:30:00Z
MKT-338,yes,0.8748,0.85,17.65,0.1575,true,2.49,13,2026-01-26T12:00:00Z
MKT-339,yes,0.8261,0.81,18.52,0.1995,true,3.3193,5,2026-01-26T13:30:00Z
MKT-340,yes,0.9366,0.92,16.3,0.084,true,1.22,10,2026-01-26T15:00:00Z
MKT-341,yes,0.9328,0.91,16.48,0.0945,true,1.3887,5,2026-01-26T16:30:00Z
MKT-342,yes,0.8239,0.8,18.75,0.21,true,3.54,7,2026-01-26T18:00:00Z
MKT-343,yes,0.8491,0.83,18.07,0.1785,false,-15.1766,5,2026-01-26T19:30:00Z
MKT-344,yes,0.8632,0.84,17.86,0.168,true,2.6896,13,2026-01-26T21:00:00Z
MKT-345,yes,0.9229,0.9,16.67,0.105,true,1.562,7,2026-01-26T22:30:00Z
MKT-346,yes,0.8298,0.81,18.52,0.1995,true,3.3193,7,2026-01-27T00:00:00Z
MKT-347,yes,0.8438,0.82,18.29,0.189,false,-15.1868,10,2026-01-27T01:30:00Z
MKT-348,yes,0.9558,0.94,15.96,0.063,true,0.8946,10,2026-01-27T03:00:00Z
MKT-349,yes,0.8953,0.88,17.05,0.126,false,-15.13,10,2026-01-27T04:30:00Z
MKT-350,yes,0.9088,0.89,16.85,0.1155,true,1.738,7,2026-01-27T06:00:00Z
MKT-351,yes,0.8679,0.85,17.65,0.1575,true,2.49,7,2026-01-27T07:30:00Z
MKT-352,yes,0.8805,0.86,17.44,0.147,true,2.2946,7,2026-01-27T09:00:00Z
MKT-353,yes,0.922,0.9,16.67,0.105,true,1.562,10,2026-01-27T10:30:00Z
MKT-354,yes,0.9388,0.92,16.3,0.084,true,1.22,7,2026-01-27T12:00:00Z
MKT-355,yes,0.9154,0.9,16.67,0.105,true,1.562,5,2026-01-27T13:30:00Z
MKT-356,yes,0.9033,0.88,17.05,0.126,true,1.92,13,2026-01-27T15:00:00Z
MKT-357,yes,0.8578,0.84,17.86,0.168,true,2.6896,5,2026-01-27T16:30:00Z
MKT-358,yes,0.9307,0.91,16.48,0.0945,true,1.3887,13,2026-01-27T18:00:00Z
MKT-359,yes,0.9686,0.95,15.79,0.0525,true,0.737,13,2026-01-27T19:30:00Z
MKT-360,yes,0.8696,0.85,17.65,0.1575,true,2.49,10,2026-01-27T21:00:00Z
MKT-361,yes,0.8465,0.83,18.07,0.1785,true,2.8934,7,2026-01-27T22:30:00Z
MKT-362,yes,0.8645,0.84,17.86,0.168,true,2.6896,5,2026-01-28T00:00:00Z
MKT-363,yes,0.9159,0.9,16.67,0.105,false,-15.108,10,2026-01-28T01:30:00Z
MKT-364,yes,0.93,0.91,16.48,0.0945,true,1.3887,10,2026-01-28T03:00:00Z
MKT-365,yes,0.8424,0.82,18.29,0.189,true,3.1032,7,2026-01-28T04:30:00Z
MKT-366,yes,0.8827,0.86,17.44,0.147,true,2.2946,13,2026-01-28T06:00:00Z
MKT-367,yes,0.8398,0.82,18.29,0.189,true,3.1032,5,2026-01-28T07:30:00Z
MKT-368,yes,0.8233,0.8,18.75,0.21,true,3.54,5,2026-01-28T09:00:00Z
MKT-369,yes,0.8656,0.85,17.65,0.1575,true,2.49,10,2026-01-28T10:30:00Z
MKT-370,yes,0.882,0.86,17.44,0.147,true,2.2946,7,2026-01-28T12:00:00Z
MKT-371,yes,0.8506,0.83,18.07,0.1785,true,2.8934,7,2026-01-28T13:30:00Z
MKT-372,yes,0.8438,0.82,18.29,0.189,true,3.1032,13,2026-01-28T15:00:00Z
MKT-373,yes,0.9261,0.91,16.48,0.0945,true,1.3887,7,2026-01-28T16:30:00Z
MKT-374,yes,0.9157,0.9,16.67,0.105,true,1.562,5,2026-01-28T18:00:00Z
MKT-375,yes,0.8803,0.86,17.44,0.147,true,2.2946,10,2026-01-28T19:30:00Z
MKT-376,yes,0.8284,0.81,18.52,0.1995,false,-15.2007,5,2026-01-28T21:00:00Z
MKT-377,yes,0.9092,0.89,16.85,0.1155,true,1.738,10,2026-01-28T22:30:00Z
MKT-378,yes,0.8573,0.84,17.86,0.168,false,-15.1704,13,2026-01-29T00:00:00Z
MKT-379,yes,0.8292,0.81,18.52,0.1995,true,3.3193,5,2026-01-29T01:30:00Z
MKT-380,yes,0.8557,0.84,17.86,0.168,true,2.6896,7,2026-01-29T03:00:00Z
MKT-381,yes,0.8219,0.8,18.75,0.21,true,3.54,5,2026-01-29T04:30:00Z
MKT-382,yes,0.8413,0.82,18.29,0.189,true,3.1032,7,2026-01-29T06:00:00Z
MKT-383,yes,0.942,0.92,16.3,0.084,true,1.22,13,2026-01-29T07:30:00Z
MKT-384,yes,0.8296,0.81,18.52,0.1995,true,3.3193,10,2026-01-29T09:00:00Z
MKT-385,yes,0.9273,0.91,16.48,0.0945,true,1.3887,13,2026-01-29T10:30:00Z
MKT-386,yes,0.9318,0.91,16.48,0.0945,true,1.3887,13,2026-01-29T12:00:00Z
MKT-387,yes,0.8463,0.83,18.07,0.1785,false,-15.1766,13,2026-01-29T13:30:00Z
MKT-388,yes,0.8548,0.83,18.07,0.1785,true,2.8934,10,2026-01-29T15:00:00Z
MKT-389,yes,0.9537,0.93,16.13,0.0735,true,1.0556,10,2026-01-29T16:30:00Z
MKT-390,yes,0.9268,0.91,16.48,0.0945,true,1.3887,10,2026-01-29T18:00:00Z
MKT-391,yes,0.9229,0.9,16.67,0.105,false,-15.108,13,2026-01-29T19:30:00Z
MKT-392,yes,0.8643,0.84,17.86,0.168,false,-15.1704,10,2026-01-29T21:00:00Z
MKT-393,yes,0.8328,0.81,18.52,0.1995,true,3.3193,7,2026-01-29T22:30:00Z
MKT-394,yes,0.8591,0.84,17.86,0.168,true,2.6896,7,2026-01-30T00:00:00Z
MKT-395,yes,0.9617,0.94,15.96,0.063,true,0.8946,7,2026-01-30T01:30:00Z
MKT-396,yes,0.8488,0.83,18.07,0.1785,true,2.8934,10,2026-01-30T03:00:00Z
MKT-397,yes,0.8769,0.86,17.44,0.147,true,2.2946,7,2026-01-30T04:30:00Z
MKT-398,yes,0.8908,0.87,17.24,0.1365,true,2.1047,13,2026-01-30T06:00:00Z
MKT-399,yes,0.9486,0.93,16.13,0.0735,true,1.0556,5,2026-01-30T07:30:00Z
